2025-08-13 15:13:56 - {"type":"message","message":{"type":"text","id":"574173930856645346","quoteToken":"cSHAAnFdAhoKDVQEfo3kF3fu3dYzkPxEs518HQJXGOxcdKVJGZBvq4AcGUEwXpHF84-_JHJfSsT33YO6AtwALKdw4BLY1PQHwB1eL_kDIlJ4tGfl-GzhInDZzUMrNx4EhoNOHW7PA5jv6rAV0PSwIg","text":"久保美奈子"},"webhookEventId":"01K2H10NGNGFNHJNS3B1SB4N2E","deliveryContext":{"isRedelivery":false},"timestamp":1755065636068,"source":{"type":"user","userId":"U5b0c2621bffbf1956e58bfdbc4569a0d"},"replyToken":"715d7dc6800d46b39d7acbc720a5f9ff","mode":"active"}
2025-08-13 15:38:53 - {"type":"message","message":{"type":"text","id":"574176442959528325","quoteToken":"V6UcaAH771veCFUQ3rjl6A23fb5sNt_C3qhhwEeT_9hRqqm0nSm976Lrpmz3GPTUllJk3r86jtWCt7jC_3W1I5kjLRksJOJd3-cZCUgw1MB2PBDyRirMMNZsvhWLqxpN2P4azhxCEe6BzCKlYTWyoQ","text":"鈴木恒"},"webhookEventId":"01K2H2EBPV2X59WTCVAC51PRBJ","deliveryContext":{"isRedelivery":false},"timestamp":1755067133294,"source":{"type":"user","userId":"Uc298ae555b0dc63c4c2831cd801b989a"},"replyToken":"45d03a82a7324715956e9e12f1f1c2ef","mode":"active"}
2025-08-13 16:41:10 - {"type":"message","message":{"type":"text","id":"574182712119394495","quoteToken":"VxAhkiIWqrKkiZYBigSqTljGc1-NzHV6COBM-fSmyzL7cR4isAP33PbLonPqaeJoX_IxSUCVgzaLZHHbMLikQ-fyiMv6zMSb_LzuXlKifgQ3CCE0aO-RkgBcvI1-DFceYKMLXT9MFf1x8bny2bFPDQ","text":"薪って頼みましたよね？頼んでなかったらすいません💦"},"webhookEventId":"01K2H60CN5DQ2B169MP1ARMR5S","deliveryContext":{"isRedelivery":false},"timestamp":1755070870043,"source":{"type":"user","userId":"Udc97a54ea3c598874365da85cbadd7ea"},"replyToken":"08e8fcaa6f154e1a9d0ee5d6ce91728e","mode":"active"}
2025-08-13 17:55:27 - {"type":"message","message":{"type":"text","id":"574190190764491285","quoteToken":"YssDq7Z5RObebvDh2ITraY8cjJ0IJd8a4oc5d4L4PCP7-RVZ5h-ebTf3mYfEvGOeMKhIKDXoFmhb6R2QH_CfYokkyUsJIDbKV7SuNBinzzgpofHwkUnx8Q5b5_j46Cqz4ZUa57XWqml1_62N6l-_ng","text":"朝食なしで承知いたしました。お手数をおかけしました。"},"webhookEventId":"01K2HA8DV5HAG5D5KFGMMRVWZC","deliveryContext":{"isRedelivery":false},"timestamp":1755075327688,"source":{"type":"user","userId":"U3f3fc4cd92342aa87a4d43276cd5a6e9"},"replyToken":"1e09b372b565459b9bd6e44453312174","mode":"active"}
2025-08-13 18:21:46 - {"type":"message","message":{"type":"text","id":"574192838863749395","quoteToken":"rh9v1-R6G6hnoaShjbRje-8ckQ1JzOM7hiMTY_xG6DTdYFZ8iLXzsjeZpU2npN6hmmz5UD_-p4aFy5HIfKtiVb4zVFzFh07WjoVQZZtOEOS5fnoG18lJYYR19zeu4k5RykX5InU7Y9MazTOwJscgPQ","text":"蚊取り線香ありますか？"},"webhookEventId":"01K2HBRK022YQCKY40WR6HVXT2","deliveryContext":{"isRedelivery":false},"timestamp":1755076905959,"source":{"type":"user","userId":"Udc97a54ea3c598874365da85cbadd7ea"},"replyToken":"425ab1473c2f4cc6b518f5bbc69a94e0","mode":"active"}
2025-08-13 18:34:31 - {"type":"message","message":{"type":"text","id":"574194122354065460","quoteToken":"WbxCBV7BlIcxmRI6aHRVenrFebP7X_RvkBJWkNmIFuYu7CYkD7k7eWzFYu8TZ939mNqaK1M_Fmvd989ttTr_lNNIHXWGlQRD4SkU4UfK00f-BV2m7eE9CwRjOrgTbFSdsomKQ1XXChfnp6441NYGQg","text":"こんにちは。お料理お持ち頂く際でけっこうですので、お皿を追加でお願い出来れば幸いです。6枚追加でお借りすることは可能でしょうか。宜しくお願い致します"},"webhookEventId":"01K2HCFY5DBXFXDCHGGN4X1SRT","deliveryContext":{"isRedelivery":false},"timestamp":1755077670955,"source":{"type":"user","userId":"U5bebb936f776968973c18a81bc617f47"},"replyToken":"9ecc01309b594079be8a5276ae35e5cc","mode":"active"}
2025-08-13 18:39:46 - {"type":"message","message":{"type":"text","id":"574194650668335123","quoteToken":"EDF2Ro9NozsCDMeTMHZvnO7QdNC8K1O_uyaAUZSFt-TPuKwaV8NYjgUghEjzRNoVqwW-xNsd0Q94OzrAZGgFhiBnsn5d4LJADxqr_233t0Rmfqxq0-ZnolXJwDJZ89Tqdiik55twLlYSQ8UShLXD7w","text":"こんにちは。お皿を追加でお願い出来れば幸いです。6枚追加でお借りすることは可能でしょうか。宜しくお願い致します"},"webhookEventId":"01K2HCSJ1YA9C87YTKH45RJNYM","deliveryContext":{"isRedelivery":false},"timestamp":1755077985860,"source":{"type":"user","userId":"U5bebb936f776968973c18a81bc617f47"},"replyToken":"38d0f986af934e7e962cc628ea476864","mode":"active"}
2025-08-13 18:50:41 - {"type":"message","message":{"type":"text","id":"574195749676908632","quoteToken":"U6ZlwUxmo3U8Uk6n8H7VT7cb6swzJeS2HNphED6YmZ5RH_NymRQCETkgux5Kgp9ISc9uEzqPJXRaQFCnGht8U26HCdNLxYmICVDC6AuertRkYJ9T98p4eCxTP-DigznaIcI-8k3q3zXahX2ekOQXXA","text":"そうなのですね、承知しました！"},"webhookEventId":"01K2HDDHV9KS4GZW28E0346VHX","deliveryContext":{"isRedelivery":false},"timestamp":1755078641006,"source":{"type":"user","userId":"U5bebb936f776968973c18a81bc617f47"},"replyToken":"4dfa5e1dd78e41b28542e7f04e9f6bbe","mode":"active"}
2025-08-13 19:10:18 - {"type":"message","message":{"type":"text","id":"574197725009281230","quoteToken":"G_T69Aw8kdcE-U96hgCHWNctKX76VA568Qg4yUjjdqRleFge-Cm0b99vAan-zuw2xAoD2qW0waxUuZC9_dJxaWnWUhbhx6aEiowAmpVj-YXswX9bADw1SiHJTmMmlsXKujSVBaDSaQ-llvFMzSmT9g","text":"キッチンもお風呂も、水がでなくなってしまいました"},"webhookEventId":"01K2HEHFA2CJGHX16RY075PN6S","deliveryContext":{"isRedelivery":false},"timestamp":1755079818314,"source":{"type":"user","userId":"U5bebb936f776968973c18a81bc617f47"},"replyToken":"0c89c12606fa49e280fcf307b7c17f09","mode":"active"}
2025-08-13 19:12:25 - {"type":"message","message":{"type":"text","id":"574197937660494057","quoteToken":"RwW2yImdXvFLlS47urb75W7zKYp_lecE985JaXxZL3DMZ_r7651YL-7EIC4trWG7495cdXeYEFVi74J4DjL7545V8uJB1qII1ySe4EBPwP-UBJBxItW_ajbvPpWB5CEvGVVOsgwkg-6l_yozGxZd7g","text":"承知致しました"},"webhookEventId":"01K2HENB41C5N0F4A9EBT0F1D6","deliveryContext":{"isRedelivery":false},"timestamp":1755079945139,"source":{"type":"user","userId":"U5bebb936f776968973c18a81bc617f47"},"replyToken":"c6a9995a0e66444f91d61f2e21b49c83","mode":"active"}
2025-08-13 19:32:22 - {"type":"message","message":{"type":"text","id":"574199945859956993","quoteToken":"P8lHN21PB8CsU8xP3fr1Uj-KEypHW2rco5Ojjids33-K2w-uKFPolhYQ2S8Pd1eNbI1fNp9WxKH8_JmBeKSg7HYB6Ro5hjDkhHaxWQ7j1Zw6jqsk0JNMyO2eAYbsfT-94NLxGR0iUel7FCngTUVaHw","text":"承知致しました"},"webhookEventId":"01K2HFSW5WFQBX7PNR0GPRR1N4","deliveryContext":{"isRedelivery":false},"timestamp":1755081142044,"source":{"type":"user","userId":"U5bebb936f776968973c18a81bc617f47"},"replyToken":"ad074bb0dee64d75b4e392f372d3bdef","mode":"active"}
